realtime_start,realtime_end,date,value
2026-05-29,2026-05-29,2021-01-01,79.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2021-02-01,76.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2021-03-01,84.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2021-04-01,88.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2021-05-01,82.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2021-06-01,85.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2021-07-01,81.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2021-08-01,70.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2021-09-01,72.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2021-10-01,71.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2021-11-01,67.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2021-12-01,70.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2022-01-01,67.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2022-02-01,62.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2022-03-01,59.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2022-04-01,65.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2022-05-01,58.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2022-06-01,50.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2022-07-01,51.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2022-08-01,58.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2022-09-01,58.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2022-10-01,59.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2022-11-01,56.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2022-12-01,59.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2023-01-01,64.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2023-02-01,66.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2023-03-01,62.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2023-04-01,63.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2023-05-01,59.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2023-06-01,64.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2023-07-01,71.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2023-08-01,69.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2023-09-01,67.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2023-10-01,63.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2023-11-01,61.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2023-12-01,69.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2024-01-01,79.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2024-02-01,76.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2024-03-01,79.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2024-04-01,77.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2024-05-01,69.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2024-06-01,68.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2024-07-01,66.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2024-08-01,67.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2024-09-01,70.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2024-10-01,70.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2024-11-01,71.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2024-12-01,74.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2025-01-01,71.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2025-02-01,64.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2025-03-01,57.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2025-04-01,52.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2025-05-01,52.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2025-06-01,60.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2025-07-01,61.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2025-08-01,58.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2025-09-01,55.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2025-10-01,53.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2025-11-01,51.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2025-12-01,52.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2026-01-01,56.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2026-02-01,56.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2026-03-01,53.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2026-04-01,49.8000000000000000000000000000000000000000
