,1. open,2. high,3. low,4. close,5. volume,absolute_range,relative_range_pct
2025-12-23,182.97,189.33,182.9,189.21,174873621.0,6.430000000000007,3.3983404682627802
2025-12-24,187.94,188.91,186.59,188.61,65528545.0,2.319999999999993,1.2300514288743931
2025-12-26,189.92,192.69,188.0,190.53,139740292.0,4.689999999999998,2.4615546108224415
2025-12-29,187.71,188.755,185.91,188.22,120006103.0,2.844999999999999,1.5115290617362653
2025-12-30,188.24,188.99,186.93,187.54,97687274.0,2.0600000000000023,1.0984323344353217
2025-12-31,189.57,190.56,186.49,186.5,120100484.0,4.069999999999993,2.182305630026806
2026-01-02,189.835,192.9299,188.26,188.85,148240462.0,4.669900000000013,2.4728091077574863
2026-01-05,191.76,193.63,186.15,188.12,183529733.0,7.47999999999999,3.9761854135658035
2026-01-06,190.52,192.174,186.82,187.24,176862604.0,5.354000000000013,2.859431745353564
2026-01-07,188.57,191.37,186.56,189.11,153543174.0,4.810000000000002,2.5434932050129566
2026-01-08,189.11,189.55,183.71,185.04,172457048.0,5.840000000000003,3.1560743623000453
2026-01-09,185.08,186.34,183.6701,184.86,131327534.0,2.6699000000000126,1.4442821594720396
2026-01-12,183.22,187.12,183.02,184.94,137968453.0,4.099999999999994,2.216935222234235
2026-01-13,184.995,188.1099,183.4,185.81,160128939.0,4.709900000000005,2.534793606372103
2026-01-14,184.32,184.46,180.8,183.14,159586135.0,3.6599999999999966,1.998471114993992
2026-01-15,186.5,189.7,186.33,187.05,206188642.0,3.369999999999976,1.8016573108794312
2026-01-16,189.075,190.44,186.08,186.23,187967169.0,4.359999999999985,2.341191000375871
2026-01-20,181.9,182.3786,177.61,178.07,218355781.0,4.768599999999992,2.6779356432863435
2026-01-21,179.05,185.379,178.4,183.32,200380959.0,6.978999999999985,3.807004145756047
2026-01-22,184.75,186.17,183.93,184.84,139636626.0,2.2399999999999807,1.2118589049989075
2026-01-23,187.5,189.6,186.8233,187.67,142748076.0,2.7767000000000053,1.4795651942239065
2026-01-26,187.16,189.12,185.99,186.47,124799649.0,3.1299999999999955,1.6785541910226822
2026-01-27,187.24,190.0,185.7,188.52,138432307.0,4.300000000000011,2.2809251007850686
2026-01-28,191.27,192.35,189.84,191.52,148552677.0,2.509999999999991,1.3105680868838716
2026-01-29,191.34,193.48,186.06,192.51,171764375.0,7.4199999999999875,3.854345228819276
2026-01-30,191.21,194.49,189.47,191.13,179489463.0,5.02000000000001,2.626484591639204
2026-02-02,187.2,190.3,184.88,185.61,165794054.0,5.420000000000016,2.920101287646148
2026-02-03,186.24,186.27,176.23,180.34,202006430.0,10.04000000000002,5.567261838749041
